Year,Region,State,District,Population,Plastic Waste (kg),Plastic Type,Source
2021,India,Karnataka,Howrah,4864702,39285.72139445442,Other,Packaging
2017,India,Karnataka,Siliguri,6309846,5745.382950850527,PVC,Packaging
2018,India,Gujarat,Siliguri,3710737,7236.828055874696,PP,Packaging
2019,India,Karnataka,Siliguri,5796154,25366.805942654046,Other,Industrial
2021,India,Karnataka,Varanasi,9860248,39137.181069235965,PVC,Packaging
2018,India,Nagaland,Varanasi,3026424,30720.601968260504,PP,Packaging
2024,India,Nagaland,Varanasi,4044275,19385.444648337296,PVC,Household
2021,India,Karnataka,Siliguri,5321928,43210.17965247369,PP,Industrial
2021,India,Gujarat,Varanasi,353733,48629.72411772503,Other,Packaging
2016,India,Nagaland,Varanasi,1925162,16125.822078085905,PVC,Industrial
2020,India,Nagaland,Siliguri,2948044,12805.43631582333,Other,Household
2024,India,Karnataka,Howrah,4925813,49957.6733990343,PVC,Industrial
2019,India,Gujarat,Varanasi,7867114,3871.6945543787815,PP,Household
2018,India,Karnataka,Siliguri,126058,21404.451039072206,Other,Packaging
2024,India,Nagaland,Varanasi,2902539,19113.445582547585,PP,Packaging
2021,India,Gujarat,Varanasi,8515552,10325.589257490648,Other,Industrial
2021,India,Karnataka,Howrah,1141669,1243.7059084205819,Other,Industrial
2024,India,Karnataka,Siliguri,6134568,14000.044209636504,PP,Household
2019,India,Gujarat,Howrah,3276345,37709.53303002626,Other,Household
2021,India,Nagaland,Siliguri,5649855,14051.90159472702,PP,Industrial
2019,India,Nagaland,Varanasi,4587923,13226.090758934644,PP,Packaging
2022,India,Gujarat,Varanasi,5618146,29607.004328824474,Other,Household
2021,India,Nagaland,Siliguri,8738239,39492.98562231706,Other,Industrial
2017,India,Gujarat,Siliguri,5725002,9226.08267447129,PP,Packaging
2019,India,Gujarat,Varanasi,4955475,28525.340837070275,Other,Industrial
2023,India,Nagaland,Siliguri,9373663,15995.413113257111,Other,Industrial
2021,India,Nagaland,Siliguri,6622679,34780.17324444771,Other,Packaging
2022,India,Karnataka,Siliguri,3951635,15690.86333957615,PP,Household
2023,India,Karnataka,Varanasi,8759725,7007.410265682093,PVC,Industrial
2020,India,Gujarat,Siliguri,1269325,5040.075200616584,PVC,Household
2024,India,Gujarat,Howrah,1815012,13887.184603064457,PP,Industrial
2019,India,Karnataka,Howrah,7751032,18877.64640632432,PP,Packaging
2016,India,Nagaland,Varanasi,217116,23993.356267691383,Other,Packaging
2020,India,Karnataka,Howrah,960946,5739.071338580365,PP,Packaging
2017,India,Nagaland,Varanasi,1233830,14906.768234890187,PVC,Packaging
2016,India,Gujarat,Howrah,7519969,34909.689753538405,Other,Household
2024,India,Gujarat,Howrah,9927430,2331.096231452462,PP,Industrial
2022,India,Karnataka,Siliguri,263406,35649.96971938453,Other,Household
2018,India,Nagaland,Howrah,1034091,25184.361085336666,PVC,Household
2022,India,Karnataka,Varanasi,8485197,46914.506375072495,PVC,Household
2021,India,Gujarat,Varanasi,8413662,48423.09249951811,Other,Industrial
2021,India,Nagaland,Siliguri,821268,36656.38528866067,PVC,Household
2021,India,Gujarat,Siliguri,843573,4679.161319210576,PVC,Household
2021,India,Nagaland,Varanasi,5266447,5588.292795076656,PVC,Household
2019,India,Nagaland,Varanasi,2565428,10176.79714960582,Other,Packaging
2017,India,Nagaland,Varanasi,6528239,40451.669234544686,Other,Packaging
2024,India,Karnataka,Varanasi,777203,37089.96297561729,PP,Industrial
2024,India,Gujarat,Siliguri,4034925,30201.947484697954,Other,Packaging
2016,India,Gujarat,Varanasi,4200077,20509.69652153017,Other,Industrial
2020,India,Nagaland,Siliguri,607537,33197.04285634169,Other,Household
2015,India,Gujarat,Howrah,1205902,20014.41835504436,PVC,Packaging
2023,India,Karnataka,Siliguri,3510135,30976.566443421274,PP,Industrial
2024,India,Nagaland,Varanasi,813561,13361.592459654488,Other,Household
2019,India,Gujarat,Howrah,6483736,10697.452179881766,PVC,Household
2024,India,Gujarat,Howrah,6284052,2492.8576193183203,PVC,Household
2021,India,Gujarat,Howrah,7417859,25050.670697493966,Other,Packaging
2023,India,Karnataka,Howrah,5625359,9906.460171188512,Other,Household
2023,India,Karnataka,Siliguri,5194935,35518.295522634275,PVC,Industrial
2024,India,Karnataka,Siliguri,896044,16254.355171664878,PVC,Packaging
2023,India,Karnataka,Howrah,4305379,26455.147044536432,Other,Industrial
2016,India,Nagaland,Howrah,3053392,40699.12901448874,PP,Household
2024,India,Gujarat,Siliguri,9296838,49184.002885946866,PP,Household
2019,India,Gujarat,Varanasi,5128634,22025.809121326933,Other,Household
2015,India,Nagaland,Varanasi,7596157,4164.392362023595,PP,Packaging
2023,India,Karnataka,Howrah,5902290,34236.55441380126,PP,Industrial
2021,India,Karnataka,Siliguri,9142379,32025.207243194956,PP,Packaging
2021,India,Nagaland,Varanasi,1798261,15447.543865518674,Other,Household
2016,India,Karnataka,Siliguri,4734908,45740.333167691584,PP,Packaging
2024,India,Karnataka,Siliguri,5235081,37592.29871950923,PP,Packaging
2019,India,Gujarat,Siliguri,9505660,30158.170326993524,PVC,Household
2016,India,Nagaland,Varanasi,8651040,12211.158234215549,Other,Household
2023,India,Gujarat,Howrah,2311662,36699.09040721341,Other,Industrial
2024,India,Gujarat,Varanasi,4744677,32983.66409677638,Other,Packaging
2016,India,Karnataka,Varanasi,9591853,14058.888578672268,PVC,Industrial
2023,India,Karnataka,Siliguri,7416024,26391.564666292918,Other,Household
2021,India,Karnataka,Varanasi,5315710,19915.77045583854,PP,Industrial
2024,India,Karnataka,Siliguri,2007817,20491.10640995236,Other,Packaging
2015,India,Nagaland,Varanasi,9226845,25206.29948701335,Other,Packaging
2015,India,Gujarat,Siliguri,8832827,14787.092819640502,PVC,Household
2016,India,Gujarat,Varanasi,5627670,44881.13446625836,PVC,Industrial
2024,India,Nagaland,Siliguri,3916197,46014.759980761184,PP,Household
2015,India,Karnataka,Varanasi,8451709,33071.83472124287,Other,Household
2015,India,Karnataka,Howrah,9919072,13623.182081241006,Other,Household
2020,India,Nagaland,Siliguri,7622475,40562.88393624515,PVC,Industrial
2018,India,Nagaland,Howrah,4242070,12739.832075900567,PVC,Household
2015,India,Gujarat,Varanasi,6396700,15116.257467592965,PVC,Household
2017,India,Gujarat,Howrah,6949208,49518.800608672165,Other,Packaging
2018,India,Gujarat,Siliguri,5333116,18927.806483836397,PVC,Packaging
2019,India,Gujarat,Siliguri,1029469,7048.038008796646,Other,Household
2016,India,Nagaland,Howrah,9110832,23788.92536335241,PVC,Industrial
2022,India,Gujarat,Siliguri,400588,48301.70462987939,PP,Household
2024,India,Karnataka,Varanasi,9236733,24519.26558618356,PP,Industrial
2023,India,Gujarat,Howrah,1364994,36613.64146647697,PVC,Packaging
2015,India,Karnataka,Varanasi,2320950,18969.928725986716,PVC,Household
2022,India,Karnataka,Varanasi,888731,45819.38539178479,Other,Household
2024,India,Gujarat,Howrah,3040170,8211.41399435937,Other,Packaging
2019,India,Karnataka,Howrah,3195123,8554.356069336587,PP,Household
2022,India,Nagaland,Varanasi,3465972,49937.53722724261,PP,Industrial
2016,India,Karnataka,Varanasi,1617851,47132.985174148576,PVC,Household
2017,India,Nagaland,Varanasi,5035427,23337.341609258787,Other,Industrial
2020,India,Nagaland,Howrah,6197650,7692.484389625988,PVC,Packaging
2015,India,Karnataka,Varanasi,1343724,5363.272766388371,PP,Household
2019,India,Nagaland,Siliguri,4771629,23606.277641325065,PVC,Household
2017,India,Karnataka,Siliguri,8168489,28797.641645053085,PVC,Packaging
2020,India,Nagaland,Siliguri,4324513,36361.461456321245,PVC,Packaging
2022,India,Nagaland,Siliguri,9856017,34769.38313153093,PP,Packaging
2021,India,Karnataka,Howrah,5531348,26436.932727786625,PVC,Packaging
2016,India,Karnataka,Siliguri,7430013,31943.86677320043,Other,Packaging
2020,India,Gujarat,Howrah,8655286,39536.347365271016,Other,Industrial
2023,India,Karnataka,Howrah,657672,36356.29885215753,PP,Household
2016,India,Karnataka,Varanasi,5170807,26241.62476249966,PP,Industrial
2015,India,Nagaland,Howrah,7329147,33985.2904327878,Other,Household
2021,India,Karnataka,Howrah,3521272,41180.54918234878,PVC,Packaging
2024,India,Karnataka,Siliguri,4410679,47798.18835817243,PP,Household
2018,India,Nagaland,Varanasi,6097241,43212.01630426346,Other,Packaging
2015,India,Nagaland,Siliguri,373259,17752.062144072694,Other,Packaging
2019,India,Nagaland,Howrah,8818428,14087.670288632891,PVC,Packaging
2022,India,Gujarat,Siliguri,3172661,44233.76251313586,Other,Packaging
2022,India,Nagaland,Varanasi,2865753,7212.917551041729,Other,Industrial
2022,India,Gujarat,Varanasi,1959764,47126.971490043565,Other,Industrial
2017,India,Gujarat,Howrah,9390116,7684.240340931755,PVC,Packaging
2020,India,Karnataka,Varanasi,4228459,7572.970592225301,PVC,Household
2015,India,Nagaland,Varanasi,1029140,18675.675929903864,Other,Industrial
2018,India,Karnataka,Howrah,6255004,33231.41124095081,Other,Packaging
2022,India,Karnataka,Howrah,3042196,8792.215164809044,PP,Industrial
2023,India,Nagaland,Howrah,7792546,48114.822710250475,PVC,Packaging
2016,India,Gujarat,Siliguri,531516,6563.578106445188,PVC,Packaging
2022,India,Karnataka,Varanasi,943368,7087.459048993358,PVC,Household
2023,India,Karnataka,Varanasi,335994,48749.56483722436,Other,Packaging
2021,India,Nagaland,Varanasi,3119206,27920.593549370806,Other,Household
2016,India,Nagaland,Varanasi,8859054,29575.66044759689,PVC,Industrial
2015,India,Gujarat,Howrah,5320396,15919.455472492178,PVC,Industrial
2022,India,Nagaland,Siliguri,1411606,46315.97710392006,PP,Packaging
2017,India,Karnataka,Siliguri,615410,22555.790686048727,PVC,Packaging
2015,India,Karnataka,Varanasi,6805329,12395.96807467084,PVC,Industrial
2017,India,Nagaland,Varanasi,4421111,49122.79971069481,PP,Industrial
2016,India,Gujarat,Howrah,1866627,30016.4722896152,PP,Industrial
2015,India,Karnataka,Varanasi,1685596,41991.21175944422,PVC,Household
2024,India,Nagaland,Howrah,656706,7122.685489820264,PP,Household
2018,India,Nagaland,Varanasi,1564091,27268.201194471705,PVC,Industrial
2024,India,Nagaland,Varanasi,9178755,21992.26803806748,PVC,Industrial
2017,India,Karnataka,Varanasi,1009390,9498.523513622304,PP,Household
2020,India,Gujarat,Siliguri,6492166,37584.02959546544,PVC,Industrial
2019,India,Gujarat,Varanasi,1765092,32923.98580067151,Other,Industrial
2016,India,Karnataka,Howrah,7271259,14722.132428167964,PP,Industrial
2020,India,Gujarat,Siliguri,5283937,15464.695515245092,Other,Industrial
2019,India,Nagaland,Varanasi,6381562,36112.90868502306,PP,Industrial
2021,India,Karnataka,Varanasi,6265635,1558.3973659100998,Other,Packaging
2020,India,Gujarat,Varanasi,1772075,19978.32099401605,PVC,Industrial
2024,India,Gujarat,Siliguri,700594,39675.648766045975,PP,Packaging
2017,India,Gujarat,Howrah,5825523,21861.914699395868,Other,Packaging
2022,India,Nagaland,Siliguri,8197716,36379.5914673186,Other,Industrial
2020,India,Karnataka,Siliguri,6077898,8850.422285784363,Other,Packaging
2021,India,Karnataka,Siliguri,4734761,41109.69959212096,PVC,Industrial
2015,India,Gujarat,Siliguri,8372475,9054.378087052832,PP,Packaging
2023,India,Nagaland,Siliguri,7817707,43330.205991202936,PVC,Industrial
2016,India,Karnataka,Siliguri,8800654,23998.824802710657,Other,Industrial
2022,India,Gujarat,Varanasi,2728896,47477.7756307814,PP,Industrial
2019,India,Gujarat,Siliguri,8805642,5982.8785280432985,PP,Industrial
2020,India,Nagaland,Siliguri,2003497,43520.14949115022,Other,Industrial
2017,India,Nagaland,Siliguri,4603235,41728.09455520262,PP,Packaging
2018,India,Nagaland,Varanasi,2597826,23909.811958961287,Other,Packaging
2016,India,Karnataka,Varanasi,3032486,17883.75707035478,PP,Household
2018,India,Gujarat,Howrah,7047592,13369.151936295693,PP,Household
2018,India,Gujarat,Varanasi,7304278,23046.308429453104,PVC,Household
2022,India,Karnataka,Siliguri,1954171,42742.04951796467,PP,Industrial
2022,India,Nagaland,Varanasi,101519,17848.47255913984,Other,Industrial
2015,India,Nagaland,Varanasi,3123245,40940.50216884169,Other,Industrial
2021,India,Karnataka,Howrah,7709750,37105.41943965275,PVC,Household
2023,India,Karnataka,Howrah,7796563,8125.109397417659,Other,Packaging
2023,India,Karnataka,Varanasi,3872305,33326.59259993814,PP,Industrial
2019,India,Nagaland,Siliguri,5206374,40420.61324805287,PVC,Packaging
2024,India,Nagaland,Siliguri,4750310,26621.055569834454,Other,Household
2023,India,Nagaland,Varanasi,9465199,45665.557609978285,PP,Industrial
2019,India,Karnataka,Siliguri,6533315,33384.966938242884,Other,Packaging
2015,India,Gujarat,Siliguri,4102645,6817.163830963864,PVC,Packaging
2016,India,Nagaland,Siliguri,3999962,28862.30658013777,PP,Packaging
2015,India,Karnataka,Siliguri,632789,3427.4859031974456,PP,Industrial
2024,India,Gujarat,Varanasi,3982647,46826.65590222425,PVC,Household
2015,India,Nagaland,Siliguri,8822394,7484.231523126682,Other,Industrial
2023,India,Gujarat,Howrah,1151816,37329.54179440274,Other,Industrial
2017,India,Gujarat,Siliguri,6283793,34993.09479854524,PP,Household
2018,India,Gujarat,Howrah,1877751,27318.841940806233,Other,Household
2016,India,Gujarat,Howrah,3086469,21582.51556752897,PVC,Packaging
2021,India,Nagaland,Siliguri,3419022,20086.778228757765,PVC,Packaging
2015,India,Nagaland,Varanasi,3282662,5621.252601313979,PP,Packaging
2024,India,Nagaland,Siliguri,1543906,22375.73471864672,PP,Household
2015,India,Gujarat,Howrah,6986182,36830.05008580476,PP,Packaging
2024,India,Nagaland,Howrah,6166788,36540.28324348364,PVC,Packaging
2020,India,Karnataka,Howrah,9667095,12511.64583515408,Other,Household
2015,India,Gujarat,Varanasi,9222313,30843.2925313867,PP,Household
2023,India,Nagaland,Howrah,3147545,29745.312236123074,PP,Packaging
2015,India,Karnataka,Siliguri,7124129,47101.84680900484,Other,Packaging
2016,India,Nagaland,Varanasi,6746835,39057.73620932262,PVC,Industrial
2015,India,Nagaland,Howrah,4553322,22454.60147066766,PP,Industrial
2015,India,Karnataka,Varanasi,5384905,1417.6224817417692,PVC,Packaging
2024,India,Nagaland,Varanasi,3189630,19300.712873416604,PP,Industrial
2017,India,Gujarat,Siliguri,4079043,10304.79516633392,PVC,Industrial
2022,India,Nagaland,Siliguri,4483701,47382.52973614986,Other,Industrial
2024,India,Karnataka,Siliguri,4515415,20089.105855428053,PVC,Industrial
2022,India,Gujarat,Howrah,8722822,32768.918522870474,Other,Packaging
2015,India,Nagaland,Siliguri,5288513,36068.10873716385,Other,Industrial
2020,India,Karnataka,Howrah,3366167,46497.80521086716,Other,Industrial
2021,India,Karnataka,Varanasi,914304,22221.40422964974,Other,Packaging
2017,India,Gujarat,Varanasi,7694156,36112.833176218955,PP,Packaging
2021,India,Karnataka,Varanasi,6093755,43492.24403210883,Other,Industrial
2016,India,Karnataka,Siliguri,6241320,11499.84204228473,Other,Industrial
2015,India,Gujarat,Siliguri,8702353,13334.84222870146,PVC,Industrial
2019,India,Gujarat,Howrah,8819843,27517.122200356986,PVC,Packaging
2021,India,Nagaland,Siliguri,1327402,23709.077171692254,PP,Household
2016,India,Gujarat,Siliguri,7754216,3220.3389181795487,PVC,Industrial
2017,India,Nagaland,Howrah,3393119,8866.027628964373,Other,Industrial
2022,India,Nagaland,Howrah,2524495,30699.900471067525,PP,Household
2023,India,Gujarat,Howrah,1577304,42178.39582953946,PP,Household
2021,India,Gujarat,Siliguri,6121024,26584.36932485785,PP,Household
2018,India,Karnataka,Varanasi,7000171,46446.17765152626,Other,Packaging
2015,India,Gujarat,Siliguri,3081610,18369.6527391396,Other,Industrial
2017,India,Karnataka,Varanasi,8158778,1318.6353174907356,PVC,Household
2022,India,Karnataka,Howrah,297944,45675.03284920482,Other,Packaging
2024,India,Karnataka,Siliguri,647870,26604.740933592602,PP,Industrial
2023,India,Nagaland,Varanasi,1307738,15774.99621027336,PP,Household
2017,India,Gujarat,Siliguri,2249474,30357.121371871857,Other,Household
2024,India,Karnataka,Siliguri,2716281,16226.756506053402,PP,Household
2023,India,Nagaland,Howrah,2614384,20602.974118998834,PVC,Household
2023,India,Karnataka,Varanasi,8877766,25215.843461658602,Other,Packaging
2018,India,Nagaland,Siliguri,8732448,8130.892891363843,PP,Packaging
2022,India,Gujarat,Siliguri,1701925,10359.290226962097,PVC,Industrial
2024,India,Nagaland,Varanasi,4460700,48597.62929964251,PP,Packaging
2015,India,Gujarat,Howrah,1930209,34871.47534402926,PP,Industrial
2015,India,Karnataka,Siliguri,4852491,28161.132258410213,Other,Packaging
2022,India,Gujarat,Varanasi,2936520,48400.03489506223,PVC,Industrial
2019,India,Gujarat,Varanasi,6364567,32834.26776818505,PVC,Packaging
2018,India,Karnataka,Siliguri,3577188,20610.44420502184,PVC,Industrial
2017,India,Karnataka,Varanasi,7868085,18188.503442303292,Other,Industrial
2020,India,Nagaland,Varanasi,5026925,41121.373852528275,PVC,Industrial
2017,India,Karnataka,Siliguri,5435165,19022.711828955074,Other,Packaging
2016,India,Karnataka,Varanasi,9316832,27441.648687979392,PP,Packaging
2016,India,Gujarat,Varanasi,9779244,33278.50937990497,PP,Household
2016,India,Gujarat,Howrah,2296773,32301.65266403691,Other,Packaging
2022,India,Karnataka,Howrah,998547,19557.222619145,PVC,Packaging
2016,India,Nagaland,Howrah,5739477,5957.353870017518,Other,Industrial
2015,India,Nagaland,Varanasi,2849017,22940.303497328314,PVC,Packaging
2022,India,Nagaland,Siliguri,8710152,44403.9869528415,Other,Packaging
2016,India,Gujarat,Siliguri,6541890,42223.29644130028,PVC,Industrial
2022,India,Gujarat,Varanasi,8052274,42628.029660018874,PVC,Industrial
2021,India,Karnataka,Howrah,1511496,39705.90274131145,PVC,Packaging
2019,India,Nagaland,Siliguri,3257445,12302.499868756908,PVC,Household
2021,India,Nagaland,Siliguri,798002,47661.69897201564,PP,Packaging
2019,India,Karnataka,Siliguri,648071,33617.14372989487,PVC,Industrial
2023,India,Gujarat,Varanasi,1001675,47319.22558146497,PVC,Packaging
2020,India,Nagaland,Howrah,4655019,12059.18838759458,PP,Industrial
2020,India,Karnataka,Howrah,1381877,38118.86594278433,PP,Packaging
2019,India,Karnataka,Howrah,4952550,17294.085028928635,PP,Industrial
2022,India,Nagaland,Siliguri,9631707,38976.883665232766,Other,Household
2023,India,Gujarat,Varanasi,7383507,27976.292804091885,PVC,Industrial
2016,India,Nagaland,Siliguri,5023999,6551.865979860712,PVC,Packaging
2016,India,Gujarat,Howrah,2339188,45900.378487840564,PP,Household
2016,India,Nagaland,Howrah,3894176,23216.089871990567,Other,Household
2018,India,Karnataka,Siliguri,1689083,20111.689898431243,PP,Household
2019,India,Gujarat,Varanasi,8288574,43736.22380654715,PP,Household
2024,India,Gujarat,Howrah,9231195,24050.67389807567,Other,Household
2021,India,Gujarat,Howrah,7827474,14827.091594627846,PP,Household
2023,India,Karnataka,Siliguri,4892649,43446.855208197965,PP,Packaging
